fighter_id,fighter_name,fighter_record,height,weight,reach,stance,dob,SLpM,Str_Acc,SApM,Str_def,TD_Avg,TD_Acc,TD_Def,Sub_avg
169,Felipe Arantes,Record: 18-10-1 (2 NC),"5' 8""",135 lbs.,"73""",Orthodox,"Feb 09, 1988",2.37,45%,2.66,64%,0.93,47%,41%,0.7
170,Igor Araujo,Record: 25-9-0 (1 NC),"6' 1""",170 lbs.,"77""",Orthodox,"Dec 06, 1980",1.52,42%,2.86,49%,0.86,15%,22%,0.6
171,Viviane Araujo,Record: 13-7-0,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",3.84,47%,4.83,55%,1.72,43%,75%,0.6
172,Julio Arce,Record: 19-6-0,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989",4.36,36%,3.05,68%,0.46,28%,96%,0.3
173,Art Arciniega,Record: 15-7-0,"5' 8""",145 lbs.,--,,"Oct 15, 1981",1.53,46%,2.73,51%,0.00,0%,50%,1.0
174,Alice Ardelean,Record: 11-7-0,"5' 3""",115 lbs.,"62""",Orthodox,"Apr 19, 1992",7.35,45%,5.20,62%,1.00,44%,85%,0.0
175,Tristan Arenal,Record: 7-4-0,--,155 lbs.,--,,"Mar 06, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
176,Gabriel Arges,Record: 0-0-0,--,170 lbs.,--,,"Jan 29, 1993",0.00,0%,0.00,0%,0.00,0%,0%,0.0
177,Dan Argueta,Record: 9-3-0 (2 NC),"5' 7""",135 lbs.,"68""",Southpaw,"Aug 13, 1993",2.48,43%,3.44,50%,4.36,35%,55%,1.4
178,Reza Arianto,Record: 5-0-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
179,Hashem Arkhagha,Record: 6-1-0,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 11, 1989",1.84,44%,8.97,43%,0.00,0%,50%,0.0
180,Andrei Arlovski,Record: 34-24-0 (2 NC),"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.82,45%,3.22,57%,0.37,35%,76%,0.2
181,Garrett Armfield,Record: 10-5-0,"5' 6""",135 lbs.,"70""",Orthodox,"Oct 09, 1996",5.35,53%,3.64,56%,1.10,50%,64%,0.6
182,Joey Armstrong,Record: 5-2-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
183,Austin Arnett,Record: 16-6-0,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 22, 1991",4.52,41%,6.38,62%,0.44,18%,57%,0.2
184,Ricardo Arona,Record: 14-5-0,"5' 11""",205 lbs.,--,Orthodox,"Jul 17, 1978",1.66,48%,1.15,57%,2.41,48%,58%,1.2
185,Eli Aronov,Record: 6-1-0,"5' 10""",185 lbs.,"72""",Orthodox,"Jun 06, 1996",8.92,68%,6.49,38%,12.16,100%,0%,0.0
186,Chalid Arrab,Record: 7-3-0,"5' 11""",205 lbs.,--,Orthodox,"May 28, 1975",1.56,34%,1.63,56%,3.05,75%,37%,1.0
187,Akbarh Arreola,Record: 23-11-1,"5' 10""",155 lbs.,"71""",Southpaw,"Jan 14, 1983",2.32,45%,4.01,56%,1.07,100%,33%,0.4
188,Matt Arroyo,Record: 3-3-0,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982",1.62,47%,2.01,58%,2.12,36%,100%,5.3
189,Antonio Arroyo,Record: 9-5-0,"6' 3""",185 lbs.,"73""",Orthodox,"Jul 01, 1989",2.82,66%,2.02,50%,1.14,41%,41%,0.2
190,Gilles Arsene,Record: 1-1-0,"5' 9""",190 lbs.,--,Southpaw,"Dec 23, 1970",0.06,10%,2.45,32%,0.00,0%,0%,0.0
191,Veta Arteaga,Record: 3-1-0,"5' 7""",125 lbs.,--,,--,3.20,36%,1.92,65%,0.00,0%,40%,0.0
192,Cesar Arzamendia,Record: 8-3-0,"5' 11""",155 lbs.,--,Orthodox,"Jan 31, 1991",5.37,45%,5.20,56%,7.32,75%,0%,2.4
193,Kai Asakura,Record: 21-6-0,"5' 8""",125 lbs.,"69""",Orthodox,"Oct 31, 1993",2.27,32%,3.53,52%,0.00,0%,50%,0.0
194,Teddy Ash,Record: 14-5-0,"6' 1""",185 lbs.,"73""",Switch,"Dec 27, 1989",7.27,61%,6.80,28%,0.00,0%,100%,0.0
195,Arman Ashimov,Record: 11-3-1,"5' 6""",125 lbs.,--,,"Jan 14, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
196,Yanal Ashmouz,Record: 8-2-0,"5' 9""",155 lbs.,"69""",Orthodox,"Mar 31, 1995",2.88,50%,4.78,50%,3.24,38%,64%,0.0
197,Asjabharan,Record: 7-6-0,"5' 6""",135 lbs.,--,,"Jul 31, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
198,Askar Askar,Record: 11-1-0,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 19, 1994",0.00,0%,0.00,0%,0.00,0%,0%,0.0
199,Askar Askarov,Record: 14-1-1,"5' 6""",125 lbs.,"67""",Orthodox,"Oct 09, 1992",3.05,54%,2.80,57%,2.60,24%,66%,0.4
200,Cyril Asker,Record: 9-4-0,"6' 0""",247 lbs.,"74""",Orthodox,"Dec 24, 1985",3.35,39%,5.82,35%,4.41,62%,100%,0.9
201,Khusein Askhabov,Record: 23-1-0,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 13, 1995",2.00,26%,4.13,56%,0.00,0%,66%,0.0
202,Scott Askham,Record: 14-4-0,"6' 3""",185 lbs.,"75""",Southpaw,"May 20, 1988",3.03,46%,3.52,52%,0.44,18%,65%,0.7
203,Ben Askren,Record: 19-2-0 (1 NC),"5' 11""",170 lbs.,"73""",Orthodox,"Jul 18, 1984",3.64,49%,5.66,36%,4.33,55%,0%,0.9
204,Ibo Aslan,Record: 14-4-0,"6' 3""",205 lbs.,"77""",Orthodox,"Apr 23, 1996",5.75,48%,3.96,56%,0.00,0%,87%,0.0
205,Tom Aspinall,Record: 15-3-0 (1 NC),"6' 5""",255 lbs.,"78""",Orthodox,"Apr 11, 1993",7.63,67%,3.62,56%,2.62,80%,100%,1.3
206,Steven Asplund,Record: 7-1-0,"6' 5""",261 lbs.,"78""",Orthodox,"Jul 16, 1998",19.93,58%,7.49,57%,0.00,0%,100%,0.0
207,Bruno Assis,Record: 8-4-0,"6' 2""",185 lbs.,--,Orthodox,"May 23, 1992",1.27,43%,3.20,36%,2.00,50%,66%,1.0
208,Junior Assuncao,Record: 16-6-0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981",3.31,62%,2.06,44%,2.43,24%,66%,0.7
209,Raphael Assuncao,Record: 28-10-0,"5' 5""",135 lbs.,"66""",Orthodox,"Jul 19, 1982",3.22,42%,2.50,66%,1.65,39%,78%,0.2
210,Michael Aswell Jr.,Record: 11-3-0,"5' 8""",145 lbs.,"69""",Orthodox,"Sep 27, 2000",9.56,45%,7.79,54%,0.00,0%,57%,0.0
211,Bazigit Atajev,Record: 17-1-0,"6' 1""",230 lbs.,--,Orthodox,"Mar 12, 1979",0.87,41%,3.14,49%,1.00,33%,0%,0.0
212,Rich Attonito,Record: 10-5-0,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 16, 1977",2.28,47%,2.13,59%,0.74,37%,75%,0.0
213,Olivier Aubin-Mercier,Record: 11-5-0,"5' 9""",155 lbs.,"70""",Southpaw,"Feb 23, 1989",2.48,51%,2.97,55%,2.36,33%,70%,0.5
214,Pat Audinwood,Record: 11-2-1,"6' 0""",155 lbs.,--,Orthodox,"Apr 16, 1986",1.17,12%,4.31,41%,0.80,50%,0%,0.0
215,Jose Augusto,Record: 6-2-0 (1 NC),"6' 3""",251 lbs.,--,,"Mar 28, 1992",0.00,0%,0.00,0%,0.00,0%,0%,0.0
216,Marcus Aurelio,Record: 22-10-0,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973",1.42,33%,2.27,59%,1.69,27%,27%,1.3
217,David Avellan,Record: 2-1-0,"5' 9""",185 lbs.,--,Orthodox,"Jul 07, 1981",3.33,25%,10.00,57%,0.00,0%,0%,0.0
218,Blas Avena,Record: 8-7-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Jun 30, 1983",2.34,47%,3.36,43%,2.37,80%,50%,1.8
219,Levi Avera,Record: 18-15-0,"6' 1""",170 lbs.,--,,"May 17, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
220,Anthony Avila,Record: 13-5-0,"5' 7""",145 lbs.,--,,"Dec 29, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
221,Chris Avila,Record: 5-4-0,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",2.37,30%,4.17,48%,0.00,0%,46%,0.0
222,Julia Avila,Record: 9-4-0,"5' 7""",135 lbs.,"68""",Orthodox,"May 11, 1988",2.81,42%,3.28,55%,0.63,37%,52%,0.2
223,Saad Awad,Record: 20-9-0,"5' 11""",155 lbs.,--,,"Jun 07, 1983",2.13,26%,1.87,60%,0.50,16%,100%,0.5
224,Javy Ayala,Record: 10-5-0,"6' 1""",265 lbs.,--,,"Aug 20, 1988",0.83,25%,5.00,33%,0.00,0%,0%,0.0
225,Jessin Ayari,Record: 16-6-0,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992",3.53,37%,3.59,58%,0.00,0%,50%,0.3
226,Abu Azaitar,Record: 14-4-1,"5' 9""",185 lbs.,"76""",Orthodox,"Mar 10, 1986",4.38,43%,4.32,51%,1.00,37%,42%,0.0
227,Ottman Azaitar,Record: 13-3-0,"5' 8""",155 lbs.,"71""",Switch,"Feb 20, 1990",4.43,44%,4.11,52%,0.00,0%,100%,0.0
228,Luiz Azeredo,Record: 15-10-0,"5' 9""",154 lbs.,--,Orthodox,"Jun 10, 1976",2.16,39%,2.76,57%,1.07,50%,45%,0.3
229,Luciano Azevedo,Record: 17-9-1,"6' 3""",161 lbs.,--,Orthodox,"Jun 25, 1981",0.76,45%,1.97,27%,2.28,11%,0%,0.0
230,Hunter Azure,Record: 9-2-0,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 02, 1992",3.92,53%,2.08,58%,1.97,34%,67%,1.3
231,Niklas Backstrom,Record: 11-3-0 (1 NC),"6' 1""",145 lbs.,--,Orthodox,"Aug 22, 1989",1.12,41%,3.65,40%,2.92,80%,72%,2.2
232,Seth Baczynski,Record: 20-14-0,"6' 3""",170 lbs.,"75""",Orthodox,"Oct 26, 1981",3.08,31%,3.14,51%,0.89,16%,48%,0.8
233,Abdul Azeem Badakhshi,Record: 13-3-0,--,145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
234,Ryan Bader,Record: 23-5-0,"6' 2""",205 lbs.,"74""",Orthodox,"Jun 07, 1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4
235,Izabela Badurek,Record: 6-3-0,"5' 5""",115 lbs.,--,Orthodox,"Jul 11, 1991",3.74,71%,4.90,32%,1.75,12%,100%,0.0
236,Miguel Baeza,Record: 10-4-0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.09,49%,5.92,46%,0.36,22%,54%,2.0
237,Ali Bagautinov,Record: 15-6-0,"5' 4""",125 lbs.,"65""",Orthodox,"Jun 10, 1985",2.85,42%,3.09,52%,2.51,36%,65%,0.3
238,Mehdi Baghdad,Record: 11-5-0,"6' 1""",155 lbs.,--,Orthodox,"Apr 13, 1985",3.13,30%,4.56,46%,0.00,0%,33%,0.0
239,Melsik Baghdasaryan,Record: 8-3-0,"5' 9""",145 lbs.,"70""",Southpaw,"Jan 28, 1992",5.04,59%,3.14,56%,0.00,0%,72%,0.0
240,Siyar Bahadurzada,Record: 24-8-1,"5' 11""",170 lbs.,"73""",Orthodox,"Apr 17, 1984",2.91,40%,3.23,49%,1.32,61%,62%,0.3
241,Ignacio Bahamondes,Record: 17-6-0,"6' 3""",155 lbs.,"75""",Orthodox,"Aug 27, 1997",6.55,45%,4.33,56%,0.00,0%,75%,0.4
242,Bahatebole Batebolati,Record: 10-1-1,"5' 8""",170 lbs.,"71""",Southpaw,"Sep 12, 1997",4.02,45%,4.83,61%,1.34,66%,100%,0.0
243,Shamar Bailey,Record: 16-11-0,"5' 9""",155 lbs.,"75""",Southpaw,"Sep 22, 1982",1.56,20%,3.91,69%,1.50,33%,37%,0.0
244,Jordan Bailey,Record: 6-3-0,"5' 9""",145 lbs.,--,,--,1.74,40%,0.29,0%,4.35,100%,0%,4.3
245,Scott Baker,Record: 1-1-0,"6' 0""",210 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
246,Bryan Baker,Record: 18-5-0,"6' 3""",185 lbs.,--,Orthodox,"Oct 13, 1985",1.78,52%,2.83,45%,0.44,50%,37%,0.9
247,Jin Bala,Record: 23-3-0,"5' 9""",155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
248,Balajin,Record: 23-4-0,"5' 9""",145 lbs.,"72""",Orthodox,"Mar 31, 1992",1.40,33%,2.73,50%,2.00,20%,66%,0.0
249,Oluwale Bamgbose,Record: 6-4-0,"5' 11""",185 lbs.,"78""",Switch,"Aug 04, 1987",2.45,48%,2.70,55%,0.94,33%,37%,0.0
250,Stephen Banaszak,Record: 5-5-0,"6' 0""",145 lbs.,--,,"Dec 07, 1990",4.20,47%,1.15,66%,0.00,0%,100%,1.9
251,Marcin Bandel,Record: 15-7-0,"5' 10""",155 lbs.,--,Orthodox,"Oct 10, 1989",0.79,50%,5.26,23%,0.00,0%,0%,0.0
252,Humberto Bandenay,Record: 14-7-0 (1 NC),"5' 11""",145 lbs.,"71""",Southpaw,"Sep 04, 1994",2.22,41%,4.79,41%,2.90,46%,62%,0.5
253,Tae Hyun Bang,Record: 18-10-0,"5' 9""",155 lbs.,"71""",Switch,"Apr 15, 1983",2.72,38%,2.07,66%,0.49,33%,57%,0.5
254,Yohan Banks,Record: 2-1-0,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
255,Shauna Bannon,Record: 7-2-0,"5' 5""",115 lbs.,"65""",Switch,"Oct 23, 1993",4.32,43%,3.75,45%,0.00,0%,40%,0.7
256,Antonio Banuelos,Record: 20-11-1,"5' 5""",135 lbs.,"63""",Orthodox,"Sep 23, 1979",2.69,33%,3.15,58%,1.62,62%,86%,0.4
257,Iwo Baraniewski,Record: 7-0-0,"6' 0""",205 lbs.,"73""",Orthodox,"Nov 20, 1998",14.31,68%,17.61,42%,0.00,0%,100%,0.0
258,Renan Barao,Record: 34-9-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,1.49,41%,91%,0.5
259,Junior Barata,Record: 9-3-1,"5' 10""",170 lbs.,--,Orthodox,"Jan 25, 1982",4.03,33%,8.46,34%,0.00,0%,0%,0.0
260,Maycee Barber,Record: 15-2-0,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.61,53%,2.76,54%,1.58,45%,51%,0.1
261,Bryan Barberena,Record: 18-12-0,"6' 0""",185 lbs.,"72""",Southpaw,"May 03, 1989",5.35,48%,4.59,44%,0.13,22%,50%,0.3
262,Djani Barbir,Record: 7-1-0 (1 NC),"6' 3""",185 lbs.,"79""",Orthodox,"Aug 09, 1997",3.64,40%,4.55,66%,0.00,0%,0%,0.0
263,Dione Barbosa,Record: 8-4-0,"5' 6""",125 lbs.,"66""",Orthodox,"May 08, 1992",2.27,45%,2.45,66%,2.23,42%,50%,1.9
264,Marcio Barbosa,Record: 17-2-0,"5' 6""",145 lbs.,"70""",Orthodox,"May 22, 1998",8.27,47%,7.56,50%,0.00,0%,100%,0.0
265,Edson Barboza,Record: 24-14-0,"5' 11""",155 lbs.,"75""",Orthodox,"Jan 21, 1986",4.14,44%,4.68,55%,0.43,50%,73%,0.1
266,Raoni Barcelos,Record: 21-5-0,"5' 7""",135 lbs.,"67""",Orthodox,"May 01, 1987",4.92,51%,4.40,61%,2.22,31%,87%,0.6
267,Daniel Barez,Record: 17-7-0,"5' 6""",125 lbs.,"66""",Orthodox,"Dec 10, 1988",3.65,49%,5.95,50%,1.93,28%,80%,0.6
268,Danny Barlow,Record: 9-2-0,"6' 2""",185 lbs.,"79""",Southpaw,"Aug 02, 1995",5.81,51%,4.65,52%,0.00,0%,100%,0.0
269,Luke Barnatt,Record: 13-4-0,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988",4.43,36%,3.87,59%,0.63,42%,63%,0.4
270,James Barnes,Record: 14-5-0,"5' 8""",135 lbs.,"71""",Orthodox,"May 28, 1982",0.57,34%,3.02,39%,1.08,16%,40%,0.0
271,Nick Barnes,Record: 11-2-0,"5' 11""",170 lbs.,--,,--,2.86,29%,8.93,51%,5.36,100%,100%,5.4
272,Shonte Barnes,Record: 6-2-1,"5' 11""",185 lbs.,"76""",Southpaw,"Feb 09, 1987",2.32,38%,1.55,67%,0.00,0%,60%,0.0
273,Josh Barnett,Record: 35-8-0,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977",3.20,50%,2.11,57%,1.26,55%,55%,1.4
274,Chris Barnett,Record: 23-10-0,"5' 9""",261 lbs.,"75""",Orthodox,"Jun 14, 1986",3.36,47%,6.55,36%,0.00,0%,35%,0.0
275,Chris Barnhizer,Record: 2-3-0,--,--,--,,"Oct 25, 1987",0.00,0%,0.00,0%,0.00,0%,0%,0.0
276,David Baron,Record: 17-4-1,"5' 6""",155 lbs.,--,Switch,"Feb 15, 1973",1.17,30%,2.10,56%,0.00,0%,14%,0.7
277,Phil Baroni,Record: 15-18-0,"5' 9""",170 lbs.,"72""",Orthodox,"Apr 16, 1976",2.77,45%,3.93,40%,1.46,47%,60%,0.5
278,Dan Barrera,Record: 3-1-0,"5' 9""",170 lbs.,--,Orthodox,"Dec 23, 1980",0.80,70%,1.20,28%,1.00,8%,0%,0.0
279,Carlos Barreto,Record: 14-9-0,"6' 4""",230 lbs.,--,Orthodox,"Jul 22, 1968",0.00,0%,0.00,0%,0.00,0%,0%,0.0
280,Jose Barreto,Record: 0-1-0,--,185 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
281,Peter Barrett,Record: 11-5-0,"5' 10""",145 lbs.,"73""",Southpaw,"Aug 10, 1986",4.18,61%,4.32,42%,1.39,22%,66%,0.0
282,Marc-Andre Barriault,Record: 17-11-0 (1 NC),"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990",5.65,47%,5.94,49%,0.34,28%,68%,0.1
283,David Barrios,Record: 4-8-0,"5' 6""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
284,Alexandre Barros,Record: 22-11-0,"5' 9""",170 lbs.,--,Southpaw,"Nov 19, 1976",0.98,40%,4.05,36%,1.84,50%,100%,0.0
285,Ricardo Barros,Record: 2-2-0,"6' 1""",205 lbs.,--,,"Mar 22, 1976",0.00,0%,8.22,31%,0.00,0%,100%,0.0
286,Francimar Barroso,Record: 19-7-0 (1 NC),"6' 1""",205 lbs.,"75""",Orthodox,"Feb 28, 1980",2.77,52%,3.07,59%,2.22,24%,83%,0.0
287,Pat Barry,Record: 8-7-0,"5' 11""",235 lbs.,"74""",Orthodox,"Jul 07, 1979",2.72,52%,3.54,59%,0.00,0%,76%,0.2
288,Dean Barry,Record: 4-2-0,"5' 10""",170 lbs.,"72""",Orthodox,"Jul 03, 1992",9.31,40%,4.66,51%,0.00,0%,100%,0.0
289,Enrique Barzola,Record: 17-5-2,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.20,45%,66%,0.3
290,Javid Basharat,Record: 15-2-0 (1 NC),"5' 9""",135 lbs.,"69""",Orthodox,"Sep 07, 1995",5.18,54%,2.75,63%,1.83,40%,83%,0.1
291,Farid Basharat,Record: 15-0-0,"5' 8""",135 lbs.,"71""",Orthodox,"Aug 02, 1997",4.25,52%,2.89,62%,3.34,44%,54%,0.3
292,Austin Bashi,Record: 14-1-0,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 29, 2001",1.75,47%,2.34,48%,7.81,41%,62%,1.7
293,Stephen Bass,Record: 11-2-0,"5' 9""",145 lbs.,--,Orthodox,"Nov 14, 1982",4.87,52%,5.87,55%,0.00,0%,0%,0.0
294,Sean Bassett,Record: 0-4-0,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
295,Ryan Bastianelli,Record: 6-7-0 (1 NC),"5' 5""",135 lbs.,--,,"Sep 07, 1979",0.00,0%,0.00,0%,0.00,0%,0%,0.0
296,Shayna Baszler,Record: 15-11-0,"5' 7""",135 lbs.,--,Orthodox,"Aug 08, 1980",2.49,30%,6.36,51%,0.67,18%,44%,1.3
297,Namsrai Batbayar,Record: 9-1-0,"5' 4""",125 lbs.,"68""",Orthodox,"Dec 29, 2000",3.50,39%,3.58,45%,2.15,25%,0%,1.1
298,Michel Batista,Record: 4-1-0 (1 NC),"6' 3""",260 lbs.,--,Orthodox,"Apr 20, 1984",0.00,0%,4.03,40%,6.72,50%,0%,0.0
299,Bryan Battle,Record: 13-2-0 (1 NC),"6' 1""",185 lbs.,"77""",Orthodox,"Sep 21, 1994",5.12,52%,4.11,44%,0.77,17%,53%,0.4
300,Alan Baudot,Record: 8-3-0 (2 NC),"6' 3""",243 lbs.,"79""",Orthodox,"Feb 01, 1988",5.36,58%,4.82,46%,0.00,0%,62%,0.0
301,Mario Bautista,Record: 17-3-0,"5' 9""",135 lbs.,"69""",Switch,"Jul 01, 1993",5.30,48%,3.98,54%,1.91,38%,55%,0.8
302,Chris Beal,Record: 10-5-0,"5' 7""",125 lbs.,"69""",Orthodox,"Aug 06, 1985",3.45,35%,3.18,61%,1.60,58%,78%,0.2
303,Donovan Beard,Record: 7-2-0,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 05, 1989",0.00,0%,5.77,28%,0.00,0%,0%,0.0
304,Rudy Bears,Record: 16-15-0,"5' 11""",170 lbs.,--,Southpaw,"Jan 19, 1979",1.27,29%,2.53,50%,0.00,0%,0%,0.0
305,Salvador Becerra,Record: 5-2-0,"5' 9""",155 lbs.,--,,--,4.57,31%,3.83,58%,0.00,0%,66%,0.0
306,Ariel Beck,Record: 4-5-0,"5' 6""",125 lbs.,"66""",Southpaw,"Sep 16, 1990",4.44,34%,4.31,64%,0.00,0%,0%,0.0
307,Jack Becker,Record: 13-6-0,"5' 10""",155 lbs.,"71""",Orthodox,"Dec 20, 1992",1.01,39%,5.82,26%,1.68,50%,0%,0.0
308,Jeff Bedard,Record: 13-3-0,"5' 6""",145 lbs.,--,Orthodox,"Feb 06, 1970",0.80,51%,0.00,100%,3.43,66%,100%,2.6
309,Eric Bedard,Record: 6-7-0,"6' 2""",239 lbs.,--,,"Sep 11, 1984",6.37,35%,8.54,52%,0.00,0%,0%,0.0
310,Johnny Bedford,Record: 21-13-1 (1 NC),"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983",4.53,50%,1.75,63%,1.83,62%,62%,0.0
311,Rolando Bedoya,Record: 14-5-0,"5' 11""",155 lbs.,"74""",Orthodox,"Jan 13, 1997",6.23,47%,5.50,52%,0.00,0%,75%,0.2
312,Chase Beebe,Record: 24-13-1,"5' 7""",135 lbs.,"67""",Orthodox,"Mar 29, 1985",2.17,38%,1.64,69%,2.49,42%,41%,0.9
313,Lyle Beerbohm,Record: 24-3-0,"5' 10""",155 lbs.,--,Southpaw,"Feb 05, 1979",1.98,55%,1.61,54%,2.10,23%,64%,0.3
314,Allan Begosso,Record: 7-2-1,"5' 5""",135 lbs.,"66""",Orthodox,"Nov 23, 1995",1.80,40%,7.73,34%,0.00,0%,25%,2.0
315,Azamat Bekoev,Record: 20-4-0,"6' 0""",185 lbs.,"72""",Orthodox,"Dec 30, 1995",4.07,45%,7.66,31%,4.49,45%,80%,0.0
316,Mirsad Bektic,Record: 13-4-0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.80,57%,3.98,52%,92%,0.4
317,Diana Belbita,Record: 15-10-0,"5' 7""",125 lbs.,"68""",Orthodox,"Jun 26, 1996",6.45,41%,6.55,51%,0.86,62%,64%,0.0
318,Alan Belcher,Record: 18-8-0,"6' 2""",185 lbs.,"75""",Orthodox,"Apr 24, 1984",2.70,41%,3.10,59%,0.44,26%,55%,0.9
319,Vitor Belfort,Record: 26-14-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6
320,Yousri Belgaroui,Record: 9-3-0,"6' 6""",185 lbs.,"79""",Orthodox,"Jun 02, 1992",5.82,66%,2.52,61%,0.39,100%,68%,0.0
321,Rodolfo Bellato,Record: 12-3-1 (1 NC),"6' 3""",205 lbs.,"75""",Orthodox,"Feb 05, 1996",5.13,59%,5.86,46%,1.44,35%,94%,0.2
322,Danilo Belluardo,Record: 12-5-0,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 21, 1994",1.52,61%,4.79,41%,3.50,100%,50%,0.0
323,Joey Beltran,Record: 17-14-0 (1 NC),"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981",4.92,36%,5.27,54%,0.48,18%,75%,0.0
324,Marco Beltran,Record: 8-6-0,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986",2.07,37%,1.93,63%,0.70,50%,46%,0.2
325,Joseph Benavidez,Record: 28-8-0,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984",3.52,34%,2.67,61%,1.41,30%,62%,0.6
326,Mike Bencic,Record: 1-2-0,"6' 0""",215 lbs.,--,Orthodox,"Jul 03, 1966",0.00,0%,3.32,53%,0.00,0%,0%,0.0
327,Dave Beneteau,Record: 6-5-1,"6' 2""",250 lbs.,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
328,Karla Benitez,Record: 14-11-1 (1 NC),"5' 3""",113 lbs.,--,,"Feb 15, 1979",0.00,0%,2.40,57%,0.00,0%,100%,0.0
329,Gabriel Benitez,Record: 23-13-0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",5.26,41%,4.49,63%,0.22,50%,55%,0.9
330,Charles Bennett,Record: 30-33-2,"5' 8""",155 lbs.,--,Orthodox,"Nov 23, 1979",1.39,39%,1.35,64%,2.02,100%,36%,2.0
331,Josh Bennett,Record: 11-14-0,"6' 4""",259 lbs.,--,Orthodox,--,2.90,40%,5.80,43%,1.50,100%,100%,0.0
332,DeAnna Bennett,Record: 8-3-1,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 18, 1984",3.13,58%,3.27,58%,0.00,0%,0%,1.0
333,Benjamin Bennett,Record: 7-1-0,"6' 0""",170 lbs.,"73""",Switch,"May 08, 1994",4.53,54%,4.53,65%,6.00,60%,0%,0.0
334,Lance Benoist,Record: 7-2-0,"5' 11""",170 lbs.,"72""",Southpaw,"Aug 26, 1988",3.68,51%,2.70,56%,1.50,33%,61%,0.0
335,Joe Benoit,Record: 11-4-0,"5' 9""",170 lbs.,--,Orthodox,"Mar 12, 1982",0.00,0%,0.00,100%,0.00,0%,0%,0.0
336,Ryan Benoit,Record: 10-8-0,"5' 5""",125 lbs.,"68""",Orthodox,"Aug 25, 1989",2.88,39%,3.65,58%,0.28,22%,72%,0.4
337,Pat Benson,Record: 3-5-3,"5' 9""",155 lbs.,--,,"Jul 14, 1974",0.00,0%,0.00,0%,0.00,0%,0%,0.0
338,Len Bentley,Record: 10-6-0,"5' 9""",155 lbs.,--,,"Nov 30, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
